name,position,team,fumbles,ints,pass_td,pass_yds,rec_tds,rec_yds,carries,rush_td,rush_yds,pts_std,pts_half,pts_ppr
LeSean McCoy,RB,KAN,0.0,0.0,0.0,0.0,1.0,26.0,8.0,1.0,54.0,20.0,21.5,23.0
Gus Edwards,RB,BAL,0.0,0.0,0.0,0.0,0.0,15.0,7.0,0.0,53.0,6.8,7.8,8.8
Miles Sanders,RB,PHI,1.0,0.0,0.0,0.0,0.0,73.0,13.0,0.0,53.0,10.6,11.6,12.6
Chris Carson,RB,SEA,1.0,0.0,0.0,0.0,0.0,-2.0,15.0,0.0,52.0,3.0,3.5,4.0
Peyton Barber,RB,TAM,0.0,0.0,0.0,0.0,0.0,7.0,13.0,0.0,48.0,5.5,6.5,7.5
Rex Burkhead,RB,NWE,0.0,0.0,0.0,0.0,0.0,22.0,11.0,1.0,47.0,12.9,15.9,18.9
Derrick Henry,RB,TEN,0.0,0.0,0.0,0.0,0.0,2.0,17.0,1.0,44.0,10.6,11.1,11.6
Josh Jacobs,RB,OAK,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,44.0,4.4,4.4,4.4
J.D. McKissic,RB,DET,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,44.0,4.4,4.4,4.4
James Conner,RB,PIT,1.0,0.0,0.0,0.0,0.0,14.0,13.0,0.0,43.0,3.6999999999999993,5.699999999999998,7.699999999999998
Todd Gurley,RB,LAR,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,43.0,4.3,4.3,4.3
Kenyan Drake,RB,MIA,1.0,0.0,0.0,0.0,0.0,34.0,12.0,0.0,38.0,5.199999999999998,6.699999999999998,8.2
Jordan Howard,RB,PHI,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,37.0,9.7,9.7,9.7
David Johnson,RB,ARI,0.0,0.0,0.0,0.0,1.0,28.0,11.0,0.0,37.0,12.5,15.5,18.5
Adrian Peterson,RB,WAS,0.0,0.0,0.0,0.0,0.0,-3.0,12.0,0.0,37.0,3.4000000000000004,3.9,4.4
Austin Ekeler,RB,LAC,0.0,0.0,0.0,0.0,0.0,45.0,9.0,0.0,36.0,8.1,11.6,15.1
Kerryon Johnson,RB,DET,0.0,0.0,0.0,0.0,0.0,7.0,20.0,1.0,36.0,10.3,10.8,11.3
Le'Veon Bell,RB,NYJ,0.0,0.0,0.0,0.0,0.0,28.0,18.0,0.0,35.0,6.3,8.3,10.3
T.J. Yeldon,RB,BUF,1.0,0.0,0.0,0.0,0.0,19.0,8.0,0.0,30.0,2.9000000000000004,3.9,4.9
Chris Thompson,RB,WAS,0.0,0.0,0.0,0.0,0.0,79.0,7.0,0.0,29.0,10.8,12.8,14.8
Mike Boone,RB,MIN,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,28.0,2.8,2.8,2.8
Justin Jackson,RB,LAC,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,26.0,3.0,5.0,7.0
DeAndre Washington,RB,OAK,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,22.0,2.2,2.2,2.2
Sterling Shepard,WR,NYG,0.0,0.0,0.0,0.0,1.0,100.0,2.0,0.0,21.0,18.1,21.6,25.1
Carlos Hyde,RB,HOU,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,19.0,7.9,7.9,7.9
Aaron Jones,RB,GNB,0.0,0.0,0.0,0.0,0.0,4.0,10.0,2.0,19.0,14.3,14.8,15.3
Jeff Wilson,RB,SFO,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,18.0,13.8,13.8,13.8
Robert Woods,WR,LAR,0.0,0.0,0.0,0.0,0.0,40.0,2.0,0.0,18.0,5.8,7.3,8.8
Kalen Ballage,RB,MIA,0.0,0.0,0.0,0.0,0.0,10.0,8.0,0.0,17.0,2.7,3.2,3.7
Chase Edmonds,RB,ARI,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,15.0,2.5,3.0,3.5
Jalen Richard,RB,OAK,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,15.0,2.9,4.4,5.9
Cordarrelle Patterson,WR,CHI,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,14.0,2.0,2.5,3.0
Wayne Gallman,RB,NYG,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,13.0,1.3,1.3,1.3
Dion Lewis,RB,TEN,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,13.0,2.0,2.5,3.0
Breshad Perriman,WR,TAM,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,13.0,1.9,2.4,2.9
Phillip Dorsett,WR,NWE,0.0,0.0,0.0,0.0,1.0,53.0,2.0,0.0,12.0,12.5,15.5,18.5
D.J. Moore,WR,CAR,0.0,0.0,0.0,0.0,1.0,52.0,1.0,0.0,12.0,12.4,12.9,13.4
Sony Michel,RB,NWE,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,11.0,7.1,7.1,7.1
Saquon Barkley,RB,NYG,0.0,0.0,0.0,0.0,0.0,27.0,8.0,0.0,10.0,3.7,5.7,7.7
Isaiah McKenzie,WR,BUF,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,10.0,1.9,2.4,2.9
Johnny Holton,WR,PIT,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.9,0.9,0.9
Dawson Knox,TE,BUF,0.0,0.0,0.0,0.0,1.0,67.0,1.0,0.0,9.0,13.6,15.1,16.6
Brandin Cooks,WR,LAR,0.0,0.0,0.0,0.0,0.0,112.0,1.0,0.0,8.0,12.0,16.0,20.0
Darwin Thompson,RB,KAN,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,0.8,0.8,0.8
Malcolm Brown,RB,LAR,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,0.7,0.7,0.7
Taylor Gabriel,WR,CHI,0.0,0.0,0.0,0.0,3.0,75.0,1.0,0.0,7.0,26.2,29.2,32.2
Mecole Hardman,WR,KAN,0.0,0.0,0.0,0.0,1.0,97.0,1.0,0.0,7.0,16.4,17.4,18.4
Darren Waller,TE,OAK,0.0,0.0,0.0,0.0,0.0,134.0,1.0,0.0,7.0,14.1,20.6,27.1
Diontae Johnson,WR,PIT,0.0,0.0,0.0,0.0,1.0,52.0,1.0,0.0,6.0,11.8,13.3,14.8
Benny Snell,RB,PIT,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.6,0.6,0.6
Giovani Bernard,RB,CIN,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,5.0,1.2,2.2,3.2
Reggie Bonnafon,RB,CAR,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.5,0.5,0.5
Taysom Hill,QB,NOR,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,5.0,1.0,1.5,2.0
Ty Johnson,RB,DET,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.5,1.0,1.5
C.J. Prosise,RB,SEA,0.0,0.0,0.0,0.0,0.0,38.0,4.0,0.0,5.0,4.3,6.8,9.3
Alex Armah,RB,CAR,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,0.6000000000000001,1.1,1.6
John Brown,WR,BUF,0.0,0.0,0.0,0.0,0.0,51.0,1.0,0.0,4.0,5.5,7.5,9.5
Jakeem Grant,WR,MIA,0.0,0.0,0.0,0.0,0.0,27.0,1.0,0.0,4.0,3.1,5.1,7.1
Darren Sproles,RB,PHI,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.4,0.4,0.4
Dede Westbrook,WR,JAX,0.0,0.0,0.0,0.0,0.0,46.0,1.0,0.0,4.0,5.0,7.5,10.0
Keenan Allen,WR,LAC,0.0,0.0,0.0,0.0,2.0,183.0,1.0,0.0,3.0,30.6,37.1,43.6
Nyheim Hines,RB,IND,0.0,0.0,0.0,0.0,0.0,26.0,2.0,0.0,3.0,2.9,4.4,5.9
Mike Davis,RB,CHI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.2,0.2,0.2
Duke Johnson,RB,HOU,0.0,0.0,0.0,0.0,0.0,22.0,2.0,0.0,2.0,2.4000000000000004,3.4000000000000004,4.4
Latavius Murray,RB,NOR,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.2,0.2,0.2
Mohamed Sanu,WR,ATL,0.0,0.0,0.0,0.0,0.0,75.0,1.0,0.0,2.0,7.7,10.7,13.7
Josh Gordon,WR,NWE,0.0,0.0,0.0,0.0,0.0,83.0,1.0,0.0,1.0,8.4,11.4,14.4
Justice Hill,RB,BAL,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1,0.1,0.1
Ty Montgomery,RB,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.1,0.1,0.1
Adam Thielen,WR,MIN,0.0,0.0,0.0,0.0,1.0,55.0,1.0,1.0,1.0,17.6,19.1,20.6
Zach Line,RB,NOR,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Ito Smith,RB,ATL,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Derek Watt,RB,LAC,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,-0.1,-0.1,-0.1
Brandon Bolden,RB,NWE,0.0,0.0,0.0,0.0,0.0,21.0,2.0,0.0,-2.0,1.9,2.9000000000000004,3.9
Tarik Cohen,RB,CHI,0.0,0.0,0.0,0.0,0.0,26.0,4.0,0.0,-2.0,2.4,3.4,4.4
Sean Mannion,QB,MIN,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-2.0,-0.2,-0.2,-0.2
Jordan Wilkins,RB,IND,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-2.0,-0.2,-0.2,-0.2
Mike Evans,WR,TAM,0.0,0.0,0.0,0.0,3.0,190.0,0.0,0.0,0.0,37.0,41.0,45.0
Tyler Lockett,WR,SEA,0.0,0.0,0.0,0.0,1.0,154.0,0.0,0.0,0.0,21.4,26.9,32.4
Julio Jones,WR,ATL,0.0,0.0,0.0,0.0,1.0,128.0,0.0,0.0,0.0,18.8,22.8,26.8
Evan Engram,TE,NYG,0.0,0.0,0.0,0.0,1.0,113.0,0.0,0.0,0.0,17.3,20.3,23.3
Marvin Jones,WR,DET,0.0,0.0,0.0,0.0,1.0,101.0,0.0,0.0,0.0,16.1,19.1,22.1
Cooper Kupp,WR,LAR,0.0,0.0,0.0,0.0,2.0,101.0,0.0,0.0,0.0,22.1,27.6,33.1
Marquez Valdes-Scantling,WR,GNB,0.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,15.9,18.9,21.9
Adam Humphries,WR,TEN,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,9.3,12.3,15.3
Travis Kelce,TE,KAN,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,8.9,12.4,15.9
Kenny Stills,WR,HOU,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,8.9,10.9,12.9
Amari Cooper,WR,DAL,0.0,0.0,0.0,0.0,2.0,88.0,0.0,0.0,0.0,20.8,23.8,26.8
Auden Tate,WR,CIN,1.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,6.800000000000002,9.8,12.8
Courtland Sutton,WR,DEN,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,8.7,11.2,13.7
Paul Richardson,WR,WAS,0.0,0.0,0.0,0.0,1.0,83.0,0.0,0.0,0.0,14.3,18.3,22.3
Darius Slayton,WR,NYG,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,8.2,9.7,11.2
JuJu Smith-Schuster,WR,PIT,0.0,0.0,0.0,0.0,1.0,81.0,0.0,0.0,0.0,14.1,15.6,17.1
DJ Chark,WR,JAX,0.0,0.0,0.0,0.0,1.0,76.0,0.0,0.0,0.0,13.6,15.6,17.6
Greg Olsen,TE,CAR,0.0,0.0,0.0,0.0,2.0,75.0,0.0,0.0,0.0,19.5,22.5,25.5
Jordan Akins,TE,HOU,0.0,0.0,0.0,0.0,2.0,73.0,0.0,0.0,0.0,19.3,20.8,22.3
Terry McLaurin,WR,WAS,0.0,0.0,0.0,0.0,1.0,70.0,0.0,0.0,0.0,13.0,16.0,19.0
Tajae Sharpe,WR,TEN,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,7.0,8.0,9.0
Tyler Boyd,WR,CIN,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,6.8,9.8,12.8
Preston Williams,WR,MIA,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,6.8,8.8,10.8
DeAndre Hopkins,WR,HOU,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,6.7,9.7,12.7
D.K. Metcalf,WR,SEA,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,6.7,7.7,8.7
Austin Hooper,TE,ATL,0.0,0.0,0.0,0.0,2.0,66.0,0.0,0.0,0.0,18.6,21.6,24.6
O.J. Howard,TE,TAM,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,6.6,8.1,9.6
T.Y. Hilton,WR,IND,0.0,0.0,0.0,0.0,1.0,65.0,0.0,0.0,0.0,12.5,16.5,20.5
Zach Ertz,TE,PHI,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,6.4,8.4,10.4
Delanie Walker,TE,TEN,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,6.4,9.9,13.4
Sammy Watkins,WR,KAN,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,6.4,8.9,11.4
Will Dissly,TE,SEA,0.0,0.0,0.0,0.0,1.0,62.0,0.0,0.0,0.0,12.2,15.2,18.2
Julian Edelman,WR,NWE,0.0,0.0,0.0,0.0,1.0,62.0,0.0,0.0,0.0,12.2,15.7,19.2
Mack Hollins,WR,PHI,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,6.2,8.2,10.2
Jarvis Landry,WR,CLE,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,6.2,7.7,9.2
Allen Robinson,WR,CHI,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,6.0,9.0,12.0
Irv Smith,TE,MIN,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,6.0,7.5,9.0
Christian Kirk,WR,ARI,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,5.9,10.9,15.9
Nick Boyle,TE,BAL,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,5.8,7.8,9.8
George Kittle,TE,SFO,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,5.7,8.7,11.7
Davante Adams,WR,GNB,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,5.6,7.6,9.6
Odell Beckham,WR,CLE,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,5.6,8.6,11.6
DeVante Parker,WR,MIA,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,5.6,7.1,8.6
Michael Thomas,WR,NOR,0.0,0.0,0.0,0.0,1.0,54.0,0.0,0.0,0.0,11.4,13.9,16.4
Jason Witten,TE,DAL,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,5.4,6.9,8.4
Zach Pascal,WR,IND,0.0,0.0,0.0,0.0,1.0,53.0,0.0,0.0,0.0,11.3,12.3,13.3
Curtis Samuel,WR,CAR,0.0,0.0,0.0,0.0,1.0,53.0,0.0,0.0,0.0,11.3,13.8,16.3
Will Fuller,WR,HOU,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,5.1,7.6,10.1
Kyle Juszczyk,RB,SFO,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,5.1,6.6,8.1
Nelson Agholor,WR,PHI,1.0,0.0,0.0,0.0,2.0,50.0,0.0,0.0,0.0,15.0,19.0,23.0
Marquise Brown,WR,BAL,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,4.9,5.9,6.9
Darren Fells,TE,HOU,0.0,0.0,0.0,0.0,1.0,49.0,0.0,0.0,0.0,10.9,13.4,15.9
Cole Beasley,WR,BUF,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,4.8,8.8,12.8
Eric Ebron,TE,IND,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,4.7,6.2,7.7
Willie Snead,RB,BAL,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,4.7,6.2,7.7
Jack Doyle,TE,IND,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,4.6,6.6,8.6
Mike Williams,WR,LAC,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,4.5,6.0,7.5
Corey Davis,WR,TEN,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,4.4,5.9,7.4
Deebo Samuel,WR,SFO,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,4.4,5.9,7.4
Demarcus Robinson,WR,KAN,0.0,0.0,0.0,0.0,1.0,43.0,0.0,0.0,0.0,10.3,11.8,13.3
Marquise Goodwin,WR,SFO,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,4.1,5.1,6.1
Ryan Izzo,TE,NWE,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,4.1,4.6,5.1
Chris Godwin,WR,TAM,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,4.0,5.5,7.0
Devin Smith,WR,DAL,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,3.9,4.9,5.9
Jakobi Meyers,WR,NWE,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,3.8,4.8,5.8
Jarius Wright,WR,CAR,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,3.8,4.8,5.8
Danny Amendola,WR,DET,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,3.7,5.7,7.7
Noah Fant,TE,DEN,1.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,1.7000000000000002,3.2,4.7
Seth Roberts,WR,BAL,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,3.7,4.7,5.7
Larry Fitzgerald,WR,ARI,0.0,0.0,0.0,0.0,1.0,36.0,0.0,0.0,0.0,9.6,12.1,14.6
JJ Nelson,WR,OAK,0.0,0.0,0.0,0.0,1.0,36.0,0.0,0.0,0.0,9.6,11.6,13.6
Zay Jones,WR,BUF,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,3.3,4.3,5.3
Jaron Brown,WR,SEA,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,3.0,4.5,6.0
Chris Conley,WR,JAX,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,3.0,4.0,5.0
Vernon Davis,TE,WAS,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,3.0,4.0,5.0
Trey Quinn,WR,WAS,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,3.0,5.5,8.0
Braxton Berrios,WR,NYJ,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,2.9,3.9,4.9
David Moore,WR,SEA,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,2.9,3.4,3.9
Tyrell Williams,WR,OAK,0.0,0.0,0.0,0.0,1.0,29.0,0.0,0.0,0.0,8.9,10.4,11.9
Hunter Renfrow,WR,OAK,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,2.8,4.3,5.8
Danny Vitale,RB,GNB,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,2.7,3.2,3.7
Damion Ratley,WR,CLE,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,2.6,4.1,5.6
Mo Alie-Cox,TE,IND,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,2.5,3.5,4.5
Jamison Crowder,WR,NYJ,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,2.5,3.5,4.5
