name,position,team,fumbles,ints,pass_td,pass_yds,rec_tds,rec_yds,carries,rush_td,rush_yds,pts_std,pts_half,pts_ppr
Trevor Davis,WR,OAK,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,74.0,13.4,13.4,13.4
Miles Sanders,RB,PHI,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,72.0,7.2,7.2,7.2
Mark Ingram,RB,BAL,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,71.0,5.1,5.6,6.1
Ronald Jones,RB,TAM,0.0,0.0,0.0,0.0,0.0,12.0,19.0,1.0,70.0,14.2,14.7,15.2
Alvin Kamara,RB,NOR,0.0,0.0,0.0,0.0,0.0,20.0,17.0,0.0,69.0,8.9,10.4,11.9
Wayne Gallman,RB,NYG,1.0,0.0,0.0,0.0,1.0,55.0,18.0,1.0,63.0,21.8,24.8,27.8
Sony Michel,RB,NWE,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,63.0,6.3,6.3,6.3
Joe Mixon,RB,CIN,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,62.0,6.3,8.3,10.3
Austin Ekeler,RB,LAC,0.0,0.0,0.0,0.0,1.0,62.0,18.0,1.0,60.0,24.2,26.7,29.2
Carlos Hyde,RB,HOU,0.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,58.0,6.4,8.399999999999999,10.4
Duke Johnson,RB,HOU,0.0,0.0,0.0,0.0,0.0,22.0,6.0,0.0,56.0,7.8,8.8,9.8
LeSean McCoy,RB,KAN,0.0,0.0,0.0,0.0,0.0,33.0,11.0,1.0,56.0,14.9,15.9,16.9
Phillip Lindsay,RB,DEN,0.0,0.0,0.0,0.0,0.0,7.0,9.0,0.0,53.0,6.0,6.5,7.0
David Montgomery,RB,CHI,0.0,0.0,0.0,0.0,0.0,14.0,21.0,0.0,53.0,6.699999999999998,8.2,9.7
Kenyan Drake,RB,MIA,0.0,0.0,0.0,0.0,0.0,29.0,9.0,0.0,44.0,7.300000000000002,8.8,10.3
Ryquell Armstead,RB,JAX,0.0,0.0,0.0,0.0,1.0,7.0,8.0,0.0,42.0,10.9,11.4,11.9
James Conner,RB,PIT,0.0,0.0,0.0,0.0,1.0,83.0,10.0,0.0,42.0,18.5,22.5,26.5
David Johnson,RB,ARI,0.0,0.0,0.0,0.0,0.0,99.0,11.0,0.0,40.0,13.9,17.9,21.9
Marlon Mack,RB,IND,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,39.0,3.9,3.9,3.9
Chase Edmonds,RB,ARI,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,37.0,3.7,3.7,3.7
Dalvin Cook,RB,MIN,0.0,0.0,0.0,0.0,0.0,35.0,14.0,1.0,35.0,13.0,16.0,19.0
Ezekiel Elliott,RB,DAL,1.0,0.0,0.0,0.0,0.0,30.0,18.0,1.0,35.0,10.5,13.5,16.5
Jon Hilliman,RB,NYG,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,33.0,1.2999999999999998,1.2999999999999998,1.2999999999999998
J.D. McKissic,RB,DET,0.0,0.0,0.0,0.0,0.0,11.0,4.0,0.0,30.0,4.1,4.6,5.1
Gus Edwards,RB,BAL,0.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,28.0,3.6,4.1,4.6
Devonta Freeman,RB,ATL,0.0,0.0,0.0,0.0,0.0,72.0,12.0,0.0,28.0,10.0,14.0,18.0
Adrian Peterson,RB,WAS,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,28.0,2.8,2.8,2.8
Dontrell Hilliard,RB,CLE,0.0,0.0,0.0,0.0,0.0,27.0,6.0,1.0,27.0,11.4,12.4,13.4
Sterling Shepard,WR,NYG,0.0,0.0,0.0,0.0,0.0,76.0,1.0,0.0,23.0,9.9,13.4,16.9
Mark Walton,RB,MIA,0.0,0.0,0.0,0.0,0.0,11.0,6.0,0.0,23.0,3.4,4.4,5.4
Aaron Jones,RB,GNB,0.0,0.0,0.0,0.0,0.0,37.0,13.0,1.0,21.0,11.8,14.8,17.8
Troymaine Pope,RB,LAC,0.0,0.0,0.0,0.0,1.0,14.0,10.0,0.0,20.0,9.4,10.4,11.4
Peyton Barber,RB,TAM,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,19.0,7.9,7.9,7.9
DeAndre Washington,RB,OAK,0.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,18.0,2.6,3.6,4.6
Jalen Richard,RB,OAK,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,17.0,1.8,2.3,2.8
Jordan Wilkins,RB,IND,0.0,0.0,0.0,0.0,0.0,11.0,4.0,0.0,17.0,2.8,3.3,3.8
Royce Freeman,RB,DEN,0.0,0.0,0.0,0.0,0.0,34.0,6.0,0.0,16.0,5.0,7.0,9.0
Todd Gurley,RB,LAR,0.0,0.0,0.0,0.0,0.0,54.0,5.0,2.0,16.0,19.0,22.5,26.0
Taysom Hill,QB,NOR,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,1.6,1.6,1.6
Dion Lewis,RB,TEN,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,16.0,2.0,4.0,6.0
Malcolm Brown,RB,LAR,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,14.0,1.4,1.4,1.4
Latavius Murray,RB,NOR,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,14.0,2.0,2.5,3.0
Ty Johnson,RB,DET,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,13.0,1.4,1.9,2.4000000000000004
Darrel Williams,RB,KAN,1.0,0.0,0.0,0.0,0.0,43.0,8.0,2.0,13.0,15.6,17.1,18.6
Elijhaa Penny,RB,NYG,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,12.0,1.2,1.2,1.2
Tarik Cohen,RB,CHI,0.0,0.0,0.0,0.0,1.0,7.0,5.0,0.0,11.0,7.8,8.8,9.8
Ito Smith,RB,ATL,0.0,0.0,0.0,0.0,0.0,20.0,2.0,1.0,11.0,9.1,10.1,11.1
Keke Coutee,WR,HOU,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,10.0,2.1,2.6,3.1
Deonte Harris,RB,NOR,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0,1.0,1.0
Phillip Dorsett,WR,NWE,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,9.0,1.9,2.9,3.9
Justice Hill,RB,BAL,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,8.0,1.7000000000000002,2.7,3.7
Geronimo Allison,WR,GNB,0.0,0.0,0.0,0.0,1.0,52.0,1.0,0.0,7.0,11.9,13.4,14.9
Kalen Ballage,RB,MIA,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.7,0.7,0.7
Nyheim Hines,RB,IND,0.0,0.0,0.0,0.0,0.0,39.0,3.0,0.0,6.0,4.5,7.5,10.5
Christian Kirk,WR,ARI,0.0,0.0,0.0,0.0,0.0,37.0,1.0,0.0,6.0,4.3,6.3,8.3
Andy Isabella,WR,ARI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.5,0.5,0.5
Alexander Mattison,RB,MIN,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,5.0,1.3,1.8,2.3
Brandon Bolden,RB,NWE,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,6.4,6.4,6.4
Cordarrelle Patterson,WR,CHI,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,4.0,0.7,1.2,1.7
C.J. Prosise,RB,SEA,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,6.4,6.4,6.4
Darren Sproles,RB,PHI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.4,0.4,0.4
Chris Thompson,RB,WAS,0.0,0.0,0.0,0.0,0.0,56.0,4.0,0.0,4.0,6.0,8.0,10.0
Tavon Austin,WR,DAL,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,3.0,0.8,1.3,1.8
Giovani Bernard,RB,CIN,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,3.0,1.9,3.9,5.9
Danny Vitale,RB,GNB,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,3.0,1.8,2.8,3.8
Alec Ingold,RB,OAK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1,0.1,0.1
Julio Jones,WR,ATL,0.0,0.0,0.0,0.0,0.0,52.0,1.0,0.0,1.0,5.3,7.3,9.3
Curtis Samuel,WR,CAR,0.0,0.0,0.0,0.0,0.0,32.0,1.0,0.0,1.0,3.3000000000000003,4.800000000000002,6.300000000000002
Benny Snell,RB,PIT,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.1,0.1,0.1
James White,RB,NWE,0.0,0.0,0.0,0.0,0.0,57.0,1.0,0.0,1.0,5.8,9.8,13.8
Dare Ogunbowale,RB,TAM,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,1.6,3.1,4.6
Jakeem Grant,WR,MIA,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,-2.0,0.4,0.8999999999999999,1.4
Cooper Kupp,WR,LAR,0.0,0.0,0.0,0.0,1.0,121.0,1.0,0.0,-2.0,17.9,22.4,26.9
Davante Adams,WR,GNB,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,18.0,23.0,28.0
Chris Godwin,WR,TAM,0.0,0.0,0.0,0.0,2.0,172.0,0.0,0.0,0.0,29.2,35.2,41.2
Jarvis Landry,WR,CLE,0.0,0.0,0.0,0.0,0.0,167.0,0.0,0.0,0.0,16.7,20.7,24.7
Robert Woods,WR,LAR,0.0,0.0,0.0,0.0,0.0,164.0,0.0,0.0,0.0,16.4,22.9,29.4
Austin Hooper,TE,ATL,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,13.0,17.5,22.0
Stefon Diggs,WR,MIN,1.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,8.8,12.3,15.8
Emmanuel Sanders,WR,DEN,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,10.4,12.9,15.4
Michael Thomas,WR,NOR,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,9.5,14.0,18.5
A.J. Brown,WR,TEN,0.0,0.0,0.0,0.0,2.0,94.0,0.0,0.0,0.0,21.4,22.9,24.4
Corey Davis,WR,TEN,0.0,0.0,0.0,0.0,1.0,91.0,0.0,0.0,0.0,15.1,17.6,20.1
Mohamed Sanu,WR,ATL,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,9.1,13.6,18.1
Mike Evans,WR,TAM,0.0,0.0,0.0,0.0,1.0,89.0,0.0,0.0,0.0,14.9,16.9,18.9
Travis Kelce,TE,KAN,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,8.5,12.0,15.5
Ricky Seals-Jones,TE,CLE,0.0,0.0,0.0,0.0,1.0,82.0,0.0,0.0,0.0,14.2,15.7,17.2
Diontae Johnson,WR,PIT,1.0,0.0,0.0,0.0,1.0,77.0,0.0,0.0,0.0,11.7,14.7,17.7
Marvin Jones,WR,DET,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,7.7,9.2,10.7
Allen Robinson,WR,CHI,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,7.7,11.2,14.7
Dontrelle Inman,WR,LAC,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,7.6,10.1,12.6
Cole Beasley,WR,BUF,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,7.5,11.0,14.5
Zach Pascal,WR,IND,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,7.2,9.2,11.2
Brandin Cooks,WR,LAR,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,7.1,10.1,13.1
DeVante Parker,WR,MIA,0.0,0.0,0.0,0.0,1.0,70.0,0.0,0.0,0.0,13.0,15.0,17.0
John Brown,WR,BUF,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,6.9,9.4,11.9
T.J. Yeldon,RB,BUF,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,6.8,8.8,10.8
Kenny Golladay,WR,DET,0.0,0.0,0.0,0.0,2.0,67.0,0.0,0.0,0.0,18.7,21.2,23.7
Dede Westbrook,WR,JAX,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,6.6,9.1,11.6
Zach Ertz,TE,PHI,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,6.5,10.0,13.5
Courtland Sutton,WR,DEN,0.0,0.0,0.0,0.0,2.0,62.0,0.0,0.0,0.0,18.2,21.2,24.2
Jimmy Graham,TE,GNB,0.0,0.0,0.0,0.0,1.0,61.0,0.0,0.0,0.0,12.1,15.1,18.1
Willie Snead,RB,BAL,0.0,0.0,0.0,0.0,1.0,61.0,0.0,0.0,0.0,12.1,13.1,14.1
Jarius Wright,WR,CAR,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,5.9,8.4,10.9
Dawson Knox,TE,BUF,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,5.8,7.3,8.8
Will Dissly,TE,SEA,0.0,0.0,0.0,0.0,1.0,57.0,0.0,0.0,0.0,11.7,15.2,18.7
DaeSean Hamilton,WR,DEN,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,5.7,7.2,8.7
Javon Wims,WR,CHI,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,5.6,7.6,9.6
Evan Engram,TE,NYG,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,5.4,7.4,9.4
Sammy Watkins,WR,KAN,1.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,3.4000000000000004,4.9,6.4
Darren Waller,TE,OAK,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,5.3,8.8,12.3
Tyler Lockett,WR,SEA,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,5.1,7.1,9.1
Jaron Brown,WR,SEA,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,5.0,6.5,8.0
Auden Tate,WR,CIN,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,5.0,7.0,9.0
Jason Witten,TE,DAL,1.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,3.0,5.0,7.0
Blake Jarwin,TE,DAL,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,4.9,6.4,7.9
Keenan Allen,WR,LAC,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,4.8,7.3,9.8
Amari Cooper,WR,DAL,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,4.8,7.3,9.8
Eric Ebron,TE,IND,0.0,0.0,0.0,0.0,1.0,48.0,0.0,0.0,0.0,10.8,11.3,11.8
Chester Rogers,WR,IND,0.0,0.0,0.0,0.0,1.0,48.0,0.0,0.0,0.0,10.8,12.3,13.8
Larry Fitzgerald,WR,ARI,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,4.7,7.2,9.7
Marvin Hall,WR,DET,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,4.7,5.7,6.7
Marquez Valdes-Scantling,WR,GNB,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,4.7,6.2,7.7
Josh Gordon,WR,NWE,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,4.6,6.1,7.6
Preston Williams,WR,MIA,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,4.6,6.6,8.6
DJ Chark,WR,JAX,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,4.4,6.4,8.4
Gerald Everett,TE,LAR,0.0,0.0,0.0,0.0,1.0,44.0,0.0,0.0,0.0,10.4,12.9,15.4
D.J. Moore,WR,CAR,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,4.4,5.9,7.4
Deon Yelder,TE,KAN,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,4.3,5.3,6.3
Randall Cobb,WR,DAL,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,4.1,5.6,7.1
Tyler Higbee,TE,LAR,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,4.1,6.1,8.1
Hayden Hurst,TE,BAL,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,3.9,4.9,5.9
Alshon Jeffery,WR,PHI,0.0,0.0,0.0,0.0,1.0,38.0,0.0,0.0,0.0,9.8,11.3,12.8
Lance Kendricks,TE,LAC,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,3.7,4.7,5.7
Cameron Brate,TE,TAM,0.0,0.0,0.0,0.0,1.0,36.0,0.0,0.0,0.0,9.6,11.1,12.6
Seth Roberts,WR,BAL,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,3.6,5.6,7.6
John Ross,WR,CIN,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,3.6,5.1,6.6
Tyrell Williams,WR,OAK,0.0,0.0,0.0,0.0,1.0,36.0,0.0,0.0,0.0,9.6,11.1,12.6
Olabisi Johnson,WR,MIN,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,3.5,5.5,7.5
Demarcus Robinson,WR,KAN,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,3.5,5.5,7.5
Tyler Boyd,WR,CIN,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,3.3,4.8,6.3
O.J. Howard,TE,TAM,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,3.3,4.8,6.3
Miles Boykin,WR,BAL,0.0,0.0,0.0,0.0,1.0,32.0,0.0,0.0,0.0,9.2,10.7,12.2
Calvin Ridley,WR,ATL,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,3.2,4.7,6.2
Mark Andrews,TE,BAL,0.0,0.0,0.0,0.0,1.0,31.0,0.0,0.0,0.0,9.1,11.1,13.1
Noah Fant,TE,DEN,0.0,0.0,0.0,0.0,1.0,31.0,0.0,0.0,0.0,9.1,10.1,11.1
Julian Edelman,WR,NWE,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,3.0,5.0,7.0
Foster Moreau,TE,OAK,0.0,0.0,0.0,0.0,1.0,30.0,0.0,0.0,0.0,9.0,10.5,12.0
Josh Hill,TE,NOR,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,2.9,4.4,5.9
Nick Vannett,TE,PIT,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,2.8,3.8,4.8
Tyler Eifert,TE,CIN,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,2.7,3.7,4.7
T.J. Hockenson,TE,DET,0.0,0.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,8.7,10.2,11.7
Luke Willson,TE,SEA,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,2.6,3.6,4.6
Parris Campbell,WR,IND,1.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.5,3.0,5.5
Geremy Davis,WR,LAC,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,2.5,3.5,4.5
Logan Thomas,TE,DET,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,2.5,4.0,5.5
Rhett Ellison,TE,NYG,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,2.4,3.9,5.4
Kenny Stills,WR,HOU,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,2.4,3.4,4.4
Will Fuller,WR,HOU,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,2.3,3.8,5.3
Marquise Brown,WR,BAL,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,2.2,4.2,6.2
Jack Doyle,TE,IND,0.0,0.0,0.0,0.0,1.0,22.0,0.0,0.0,0.0,8.2,10.2,12.2
Andre Patton,WR,LAC,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,2.2,3.2,4.2
Josh Reynolds,WR,LAR,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,2.2,2.7,3.2
Jordan Akins,TE,HOU,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,2.1,3.6,5.1
Jared Cook,TE,NOR,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,2.1,3.6,5.1
Derek Watt,RB,LAC,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,2.1,2.6,3.1
Maxx Williams,TE,ARI,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,2.1,2.6,3.1
Jeremy Sprinkle,TE,WAS,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,2.0,2.5,3.0
Keelan Cole,WR,JAX,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,1.9,2.4,2.9
Ted Ginn,WR,NOR,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,1.9,3.4,4.9
