name,position,team,fumbles,ints,pass_td,pass_yds,rec_tds,rec_yds,carries,rush_td,rush_yds,pts_std,pts_half,pts_ppr
Brian Hill,RB,ATL,0.0,0.0,0.0,0.0,1.0,10.0,20.0,0.0,61.0,13.1,13.6,14.1
David Montgomery,RB,CHI,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,60.0,6.0,6.0,6.0
Alexander Mattison,RB,MIN,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,52.0,5.4,5.9,6.4
Ezekiel Elliott,RB,DAL,0.0,0.0,0.0,0.0,0.0,16.0,20.0,0.0,47.0,6.300000000000002,7.300000000000002,8.3
Kalen Ballage,RB,MIA,0.0,0.0,0.0,0.0,0.0,2.0,20.0,0.0,43.0,4.5,6.5,8.5
Peyton Barber,RB,TAM,0.0,0.0,0.0,0.0,0.0,4.0,11.0,1.0,43.0,10.7,11.2,11.7
Devin Singletary,RB,BUF,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,42.0,5.0,6.5,8.0
Tevin Coleman,RB,SFO,0.0,0.0,0.0,0.0,0.0,32.0,9.0,0.0,40.0,7.2,9.2,11.2
Devonta Freeman,RB,ATL,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,38.0,4.8,6.3,7.8
J.D. McKissic,RB,DET,0.0,0.0,0.0,0.0,0.0,19.0,10.0,0.0,36.0,5.5,8.5,11.5
Kenyan Drake,RB,ARI,0.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,35.0,4.1,7.1,10.1
Le'Veon Bell,RB,NYJ,0.0,0.0,0.0,0.0,0.0,34.0,18.0,1.0,34.0,12.8,14.8,16.8
Mark Ingram,RB,BAL,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,34.0,9.4,9.4,9.4
Kareem Hunt,RB,CLE,0.0,0.0,0.0,0.0,0.0,44.0,4.0,0.0,30.0,7.4,10.9,14.4
Ronald Jones,RB,TAM,1.0,0.0,0.0,0.0,0.0,77.0,11.0,1.0,29.0,14.6,18.6,22.6
Jaylen Samuels,RB,PIT,0.0,0.0,0.0,0.0,0.0,11.0,14.0,0.0,29.0,4.0,5.5,7.0
Raheem Mostert,RB,SFO,0.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,28.0,3.5,4.0,4.5
Alvin Kamara,RB,NOR,0.0,0.0,0.0,0.0,0.0,50.0,4.0,0.0,24.0,7.4,11.4,15.4
Jordan Wilkins,RB,IND,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,20.0,2.0,2.0,2.0
Austin Ekeler,RB,LAC,0.0,0.0,0.0,0.0,1.0,29.0,6.0,0.0,19.0,10.8,11.8,12.8
Calvin Ridley,WR,ATL,0.0,0.0,0.0,0.0,0.0,28.0,1.0,0.0,19.0,4.699999999999998,6.199999999999998,7.699999999999998
Keenan Allen,WR,LAC,0.0,0.0,0.0,0.0,0.0,68.0,1.0,0.0,18.0,8.6,12.6,16.6
Matt Breida,RB,SFO,0.0,0.0,0.0,0.0,0.0,7.0,10.0,0.0,18.0,2.5,3.5,4.5
Gus Edwards,RB,BAL,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,17.0,1.7,1.7,1.7
Ty Johnson,RB,DET,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,16.0,1.9,2.4000000000000004,2.9000000000000004
Bilal Powell,RB,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,15.0,1.5,1.5,1.5
Tarik Cohen,RB,CHI,0.0,0.0,0.0,0.0,1.0,23.0,3.0,0.0,14.0,9.7,11.7,13.7
Nyheim Hines,RB,IND,0.0,0.0,0.0,0.0,0.0,30.0,3.0,0.0,14.0,4.4,6.4,8.4
Alex Erickson,WR,CIN,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,1.3,1.3,1.3
Kenjon Barner,RB,ATL,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,1.2,1.2,1.2
Frank Gore,RB,BUF,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,12.0,1.6,2.1,2.6
Latavius Murray,RB,NOR,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,12.0,1.9,2.9,3.9
Sammy Watkins,WR,KAN,0.0,0.0,0.0,0.0,0.0,39.0,2.0,0.0,12.0,5.1,7.6,10.1
Tony Brooks-James,RB,PIT,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,11.0,1.1,1.1,1.1
Justice Hill,RB,BAL,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,11.0,1.1,1.1,1.1
Malcolm Brown,RB,LAR,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,1.0,1.0,1.0
Paul Perkins,RB,DET,0.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,9.0,1.8,2.3,2.8
Giovani Bernard,RB,CIN,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,-1.2,-0.7,-0.2
Tavon Austin,WR,DAL,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.7,0.7,0.7
T.J. Logan,RB,TAM,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.6,0.6,0.6
Darrel Williams,RB,KAN,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,6.0,1.5,2.0,2.5
Ted Ginn,WR,NOR,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.5,0.5,0.5
Darrell Henderson,RB,LAR,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.4,0.4,0.4
Patrick Laird,RB,MIA,0.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0,4.0,1.9,2.9,3.9
Tyreek Hill,WR,KAN,0.0,0.0,0.0,0.0,1.0,157.0,1.0,0.0,3.0,22.0,27.5,33.0
Alec Ingold,RB,OAK,0.0,0.0,0.0,0.0,1.0,9.0,1.0,0.0,3.0,7.2,7.7,8.2
Tyler Lockett,WR,SEA,0.0,0.0,0.0,0.0,0.0,26.0,1.0,0.0,3.0,2.9,4.4,5.9
Patrick DiMarco,RB,BUF,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.4,0.9,1.4
Wayne Gallman,RB,NYG,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.5,1.0,1.5
David Johnson,RB,ARI,1.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,2.0,-1.0,-0.5,0.0
Vance McDonald,TE,PIT,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,2.0,1.3,2.8,4.3
Rashaad Penny,RB,SEA,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,-1.8,-1.8,-1.8
Trevon Wesco,TE,NYJ,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,2.0,1.7,2.2,2.7
Saquon Barkley,RB,NYG,0.0,0.0,0.0,0.0,0.0,30.0,13.0,0.0,1.0,3.1,5.6,8.1
Blake Bortles,QB,LAR,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1,0.1,0.1
Trey Edmunds,TE,PIT,0.0,0.0,0.0,0.0,0.0,14.0,4.0,0.0,1.0,1.5,2.5,3.5
Derek Watt,RB,LAC,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1,0.1,0.1
Jonathan Williams,RB,IND,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.1,0.1,0.1
Jalen Richard,RB,OAK,0.0,0.0,0.0,0.0,0.0,43.0,2.0,0.0,0.0,4.3,6.3,8.3
DeAndre Washington,RB,OAK,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,1.9,2.9,3.9
Taylor Gabriel,WR,CHI,0.0,0.0,0.0,0.0,1.0,39.0,1.0,0.0,-1.0,9.8,11.8,13.8
C.J. Ham,RB,MIN,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,-0.1,-0.1,-0.1
Darwin Thompson,RB,KAN,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,-1.0,0.7000000000000001,1.2000000000000002,1.7000000000000002
Tony Pollard,RB,DAL,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-4.0,-0.4,-0.4,-0.4
Michael Thomas,WR,NOR,0.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,15.2,21.7,28.2
Amari Cooper,WR,DAL,0.0,0.0,0.0,0.0,1.0,147.0,0.0,0.0,0.0,20.7,26.2,31.7
Christian Kirk,WR,ARI,0.0,0.0,0.0,0.0,3.0,138.0,0.0,0.0,0.0,31.8,34.8,37.8
Darius Slayton,WR,NYG,0.0,0.0,0.0,0.0,2.0,121.0,0.0,0.0,0.0,24.1,29.1,34.1
D.J. Moore,WR,CAR,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,12.0,16.5,21.0
Davante Adams,WR,GNB,0.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,11.8,15.3,18.8
Deebo Samuel,WR,SFO,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,11.2,15.2,19.2
Greg Olsen,TE,CAR,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,9.8,13.8,17.8
Jarvis Landry,WR,CLE,0.0,0.0,0.0,0.0,1.0,97.0,0.0,0.0,0.0,15.7,20.2,24.7
Golden Tate,WR,NYG,1.0,0.0,0.0,0.0,2.0,95.0,0.0,0.0,0.0,19.5,21.5,23.5
Robert Woods,WR,LAR,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,9.5,13.0,16.5
James Washington,WR,PIT,1.0,0.0,0.0,0.0,1.0,90.0,0.0,0.0,0.0,13.0,16.0,19.0
Allen Robinson,WR,CHI,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,8.6,11.6,14.6
Demaryius Thomas,WR,NYJ,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,8.4,11.4,14.4
Mike Evans,WR,TAM,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,8.2,10.2,12.2
Jamison Crowder,WR,NYJ,0.0,0.0,0.0,0.0,1.0,81.0,0.0,0.0,0.0,14.1,16.6,19.1
Marquise Brown,WR,BAL,0.0,0.0,0.0,0.0,1.0,80.0,0.0,0.0,0.0,14.0,16.0,18.0
Julio Jones,WR,ATL,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,7.9,9.4,10.9
Nick Boyle,TE,BAL,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,7.8,9.8,11.8
Andy Isabella,WR,ARI,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,7.8,9.3,10.8
John Brown,WR,BUF,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,7.7,10.2,12.7
Marvin Jones,WR,DET,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,7.7,10.2,12.7
Michael Gallup,WR,DAL,0.0,0.0,0.0,0.0,1.0,76.0,0.0,0.0,0.0,13.6,15.6,17.6
Travis Kelce,TE,KAN,0.0,0.0,0.0,0.0,1.0,75.0,0.0,0.0,0.0,13.5,17.0,20.5
Cole Beasley,WR,BUF,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,7.4,9.4,11.4
Jared Cook,TE,NOR,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,7.4,10.4,13.4
Chris Godwin,WR,TAM,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,7.4,10.4,13.4
Larry Fitzgerald,WR,ARI,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,7.1,11.1,15.1
D.K. Metcalf,WR,SEA,1.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,5.0,8.0,11.0
DeVante Parker,WR,MIA,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,6.9,9.4,11.9
Gerald Everett,TE,LAR,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,6.8,10.8,14.8
Diontae Johnson,WR,PIT,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,6.4,8.4,10.4
Mecole Hardman,WR,KAN,0.0,0.0,0.0,0.0,1.0,63.0,0.0,0.0,0.0,12.3,12.8,13.3
Tyler Boyd,WR,CIN,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,6.2,9.2,12.2
Jacob Hollister,TE,SEA,0.0,0.0,0.0,0.0,1.0,62.0,0.0,0.0,0.0,12.2,16.2,20.2
Jimmy Graham,TE,GNB,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,5.9,6.9,7.9
Odell Beckham,WR,CLE,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,5.7,8.2,10.7
Kenny Golladay,WR,DET,0.0,0.0,0.0,0.0,1.0,57.0,0.0,0.0,0.0,11.7,13.2,14.7
Eric Ebron,TE,IND,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,5.6,8.1,10.6
Demarcus Robinson,WR,KAN,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,5.6,7.6,9.6
Dawson Knox,TE,BUF,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,5.5,7.5,9.5
Mike Williams,WR,LAC,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,5.5,6.5,7.5
Mark Andrews,TE,BAL,0.0,0.0,0.0,0.0,2.0,53.0,0.0,0.0,0.0,17.3,20.3,23.3
Kalif Raymond,WR,TEN,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,5.2,5.7,6.2
Stefon Diggs,WR,MIN,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,4.9,6.4,7.9
Josh Reynolds,WR,LAR,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,4.9,6.4,7.9
T.J. Hockenson,TE,DET,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,4.7,6.2,7.7
O.J. Howard,TE,TAM,0.0,0.0,0.0,0.0,1.0,47.0,0.0,0.0,0.0,10.7,12.7,14.7
Jack Doyle,TE,IND,0.0,0.0,0.0,0.0,1.0,44.0,0.0,0.0,0.0,10.4,11.9,13.4
JuJu Smith-Schuster,WR,PIT,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,4.4,5.9,7.4
Kendrick Bourne,WR,SFO,0.0,0.0,0.0,0.0,1.0,42.0,0.0,0.0,0.0,10.2,12.2,14.2
Rhett Ellison,TE,NYG,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,4.2,5.7,7.2
Hunter Renfrow,WR,OAK,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,4.2,6.2,8.2
Darren Waller,TE,OAK,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,4.0,5.5,7.0
Anthony Firkser,TE,TEN,0.0,0.0,0.0,0.0,1.0,36.0,0.0,0.0,0.0,9.6,11.1,12.6
Auden Tate,WR,CIN,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,3.6,5.1,6.6
Blake Jarwin,TE,DAL,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,3.5,5.0,6.5
Curtis Samuel,WR,CAR,0.0,0.0,0.0,0.0,1.0,35.0,0.0,0.0,0.0,9.5,11.5,13.5
Malik Turner,WR,SEA,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,3.5,4.5,5.5
Irv Smith,TE,MIN,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,3.4,5.9,8.4
Scott Miller,WR,TAM,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,3.3,4.3,5.3
Allen Hurns,WR,MIA,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,3.2,4.2,5.2
Chester Rogers,WR,IND,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,3.1,4.1,5.1
Hunter Henry,TE,LAC,0.0,0.0,0.0,0.0,1.0,30.0,0.0,0.0,0.0,9.0,11.0,13.0
Jonnu Smith,TE,TEN,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,3.0,5.0,7.0
Danny Amendola,WR,DET,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,2.9,4.9,6.9
Pharoh Cooper,WR,ARI,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,2.9,3.9,4.9
Mike Gesicki,TE,MIA,1.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.7999999999999998,2.3,3.8
Demetrius Harris,TE,CLE,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,2.8,3.8,4.8
Josh Gordon,WR,SEA,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,2.7,3.7,4.7
Allen Lazard,WR,GNB,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,2.7,4.2,5.7
Zach Pascal,WR,IND,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,2.6,3.6,4.6
Olabisi Johnson,WR,MIN,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,2.5,3.5,4.5
Tyrell Williams,WR,OAK,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,2.5,4.0,5.5
Ross Dwelley,TE,SFO,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,2.4,3.9,5.4
Dare Ogunbowale,RB,TAM,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,2.4,3.9,5.4
Emmanuel Sanders,WR,SFO,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,2.4,3.4,4.4
Russell Gage,WR,ATL,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,2.3,4.3,6.3
Adam Humphries,WR,TEN,0.0,0.0,0.0,0.0,1.0,23.0,0.0,0.0,0.0,8.3,8.8,9.3
Jake Kumerow,WR,GNB,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,2.3,3.3,4.3
Tyler Higbee,TE,LAR,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,2.2,3.7,5.2
Jarius Wright,WR,CAR,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,2.1,2.6,3.1
Tyler Eifert,TE,CIN,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,8.0,9.0,10.0
Robert Foster,WR,BUF,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,2.0,2.5,3.0
Hayden Hurst,TE,BAL,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,2.0,3.0,4.0
Tajae Sharpe,WR,TEN,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,2.0,2.5,3.0
Isaiah McKenzie,WR,BUF,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,1.9,2.9,3.9
Logan Thomas,TE,DET,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,1.9,2.9,3.9
Ben Braunecker,TE,CHI,0.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,7.8,8.3,8.8
A.J. Brown,WR,TEN,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,1.7,2.2,2.7
Austin Hooper,TE,ATL,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,7.7,9.7,11.7
Breshad Perriman,WR,TAM,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,1.7,2.7,3.7
Jason Witten,TE,DAL,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,1.7,2.7,3.7
Bennie Fowler,WR,NYG,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1.6,2.6,3.6
Christian Blake,WR,ATL,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.5,2.5,3.5
Jakeem Grant,WR,MIA,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.5,2.5,3.5
Maxx Williams,TE,ARI,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.5,2.0,2.5
Kyle Rudolph,TE,MIN,0.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,13.4,15.4,17.4
Tre'Quan Smith,WR,NOR,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1.3,1.8,2.3
Willie Snead,RB,BAL,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.2,2.2,3.2
Robby Anderson,WR,NYJ,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.1,1.6,2.1
Zay Jones,WR,OAK,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,1.5,2.0
Laquon Treadwell,WR,MIN,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,1.5,2.0
Marcus Johnson,WR,IND,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.9,1.4,1.9
Stanley Morgan,WR,CIN,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.9,1.4,1.9
Johnny Mundt,TE,LAR,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.9,1.4,1.9
